datum;helyszin;nev;nem;szuldat;nemzet;helyezes;hiba;csapat;tipus;motor
1954.08.01;Németország;Piero Taruffi;F;1906.10.12;olasz;6;;Scuderia Ferrari;Ferrari;Ferrari
1951.09.16;Olaszország;Giuseppe Farina;F;1906.10.30;olasz;;motor;Alfa Romeo SpA;Alfa;Alfa
1960.02.07;Argentína;Cliff Allison;F;1932.2.8;brit;2;;Scuderia Ferrari;Ferrari;Ferrari
1951.07.01;Franciaország;Brian Shawe-Taylor;F;1915.1.29;brit;;nem rajtolt el;G A Vanderwell;Ferrari;Ferrari
1958.05.26;Hollandia;Mike Hawthorn;F;1929.4.10;brit;5;;Scuderia Ferrari;Ferrari;Ferrari
1957.08.18;Olaszország;Luigi Musso;F;1924.7.28;olasz;;olajteknõ;Scuderia Ferrari;Lancia;Lancia
1959.05.30;USA;Tony Bettenhausen;F;1916.9.12;amerikai;4;;Epperly;Epperly;Offenhauser
1950.09.03;Olaszország;Piero Taruffi;F;1906.10.12;olasz;;kiesett;Alfa Romeo SpA;Alfa;Alfa
1960.07.03;Franciaország;Jo Bonnier;F;1930.1.31;svéd;;motor;Owen Racing Organisation;BRM;BRM
1952.09.07;Olaszország;Johnny Claes;F;1916.8.11;belga;;kizárták;Vickomtesse de Walckiers;Simca-Gordini;Gordini
1954.05.31;USA;Tony Bettenhausen;F;1916.9.12;amerikai;15;;Kurtis Kraft;Kurtis;Offenhauser
1956.01.22;Argentína;Alberto Uria;F;1924.7.11;uruguayi;6;;Alberto Uria;Maserati;Maserati
1953.06.21;Belgium;Onofre Marimon;F;1923.12.19;argentín;3;;Officine Alfieri Maserati;Maserati;Maserati
1956.07.14;Nagy-Britannia;Paul Emery;F;1916.11.12;brit;;gyújtás;Emeryson Cars;Emeryson;Alta
1960.07.16;Nagy-Britannia;Lucien Bianchi;F;1934.11.10;belga;;gyújtás;Fred Tuck Cars;Cooper;Climax
1957.07.20;Nagy-Britannia;Tony Brooks;F;1932.2.25;brit;1;;Vandervell Products Ltd;Vanwall;Vanwall
1951.06.17;Belgium;Pierre Levegh;F;1905.12.22;francia;8;;;Talbot-Lago;Talbot
1955.09.11;Olaszország;Hernando da Silva-Ramos;F;1925.12.7;brazil;;benzinpumpa;Equipe Gordini;Gordini;Gordini
1953.07.18;Nagy-Britannia;Ian Stewart;F;1929.7.15;brit;;motor;Ecurie Ecosse;Connaught;Lea
1950.09.03;Olaszország;Raymond Sommer;F;1906.8.31;francia;;sebességváltó;;Talbot-Lago;Talbot
1960.09.04;Olaszország;Fred Gamble;F;1932.3.17;amerikai;10;;Camoradi International;Behra-Porsche;Porsche
1956.07.01;Franciaország;Olivier Gendebien;F;1924.1.12;belga;;kuplung;Scuderia Ferrari;Lancia;Lancia
1954.01.17;Argentína;Jean Behra;F;1921.2.16;francia;;pályaelhagyás;Equipe Gordini;Gordini;Gordini
1954.05.31;USA;Tony Bettenhausen;F;1916.9.12;amerikai;;kerék;Kurtis Kraft;Kurtis;Offenhauser
1960.05.29;Monaco;Bruce McLaren;F;1937.8.30;új-zélandi;2;;Cooper Car Company;Cooper;Climax
1960.07.03;Franciaország;Ron Flockhart;F;1923.6.16;brit;6;;Team Lotus;Lotus;Climax
1959.09.13;Olaszország;Jack Brabham;F;1926.4.2;ausztrál;3;;Cooper Car Company;Cooper;Climax
1953.05.30;USA;Carl Scarborough;F;1914.7.3;amerikai;12;;Lee Elkins;Kurtis;Offenhauser
1951.05.30;USA;Bill Schindler;F;1909.3.6;amerikai;;motor;HA Chapman;Kurtis;Offenhauser
1958.05.26;Hollandia;Roy Salvadori;F;1922.5.12;brit;4;;Cooper Car Company;Cooper;Climax
1953.07.18;Nagy-Britannia;Ken McAlpine;F;1920.9.21;brit;;tömlõrepedés;Connaught Engineering;Connaught;Lea
1956.05.13;Monaco;Tony Brooks;F;1932.2.25;brit;;motor;Owen Racing Organisation;BRM;BRM
1957.05.19;Monaco;Maurice Trintignant;F;1917.10.30;francia;5;;Scuderia Ferrari;Lancia;Lancia
1955.05.22;Monaco;Luigi Musso;F;1924.7.28;olasz;;futómû;Officine Alfieri Maserati;Maserati;Maserati
1953.08.23;Svájc;Juan-Manuel Fangio;F;1911.6.24;argentín;4;;Officine Alfieri Maserati;Maserati;Maserati
1958.05.26;Hollandia;Jean Behra;F;1921.2.16;francia;3;;Owen Racing Organisation;BRM;BRM
1956.09.02;Olaszország;Francesco Godia;F;1921.3.21;spanyol;4;;Officine Alfieri Maserati;Maserati;Maserati
1953.08.23;Svájc;Paul Frere;F;1917.1.30;belga;;motor;HW Motors;HWM;Alta
1956.07.01;Franciaország;Colin Chapman;F;1928.5.19;brit;;karambol;Vandervell Products Ltd;Vanwall;Vanwall
1956.01.22;Argentína;Jean Behra;F;1921.2.16;francia;2;;Officine Alfieri Maserati;Maserati;Maserati
1958.08.24;Portugália;Stuart Lewis-Evans;F;1930.4.20;brit;3;;Vandervell Products Ltd;Vanwall;Vanwall
1953.07.18;Nagy-Britannia;Harry Schell;F;1921.6.29;amerikai;;elektronikus;Equipe Gordini;Gordini;Gordini
1953.07.18;Nagy-Britannia;Ken Wharton;F;1916.3.21;brit;8;;;Cooper;Bristol
1958.07.06;Franciaország;Stuart Lewis-Evans;F;1930.4.20;brit;;kiesett;Vandervell Products Ltd;Vanwall;Vanwall
1952.05.18;Svájc;Peter Collins;F;1931.11.8;brit;;karambol;HW Motors;HWM;Alta
1959.07.18;Nagy-Britannia;Alan Stacey;F;1933.8.29;brit;8;;Team Lotus;Lotus;Climax
1957.01.13;Argentína;Jose-Froilan Gonzalez;F;1922.10.5;argentín;5;;Scuderia Ferrari;Lancia;Lancia
1953.05.30;USA;Johnny Thomson;F;1919.11.4;brit;;gyújtás;RN Sabourin;Del;Offenhauser
1956.05.13;Monaco;Andre Pilette;F;1918.10.6;belga;6;;Equipe Gordini;Gordini;Gordini
1953.08.23;Svájc;Onofre Marimon;F;1923.12.19;argentín;;olajfolyás;Officine Alfieri Maserati;Maserati;Maserati
1958.10.19;Marokkó;Tom Bridger;F;1934.6.24;brit;;karambol;British Racing Partnership;Cooper;Climax
1952.06.22;Belgium;Robert Manzon;F;1917.4.12;francia;3;;Equipe Gordini;Gordini;Gordini
1958.08.24;Portugália;Harry Schell;F;1921.6.29;amerikai;6;;Owen Racing Organisation;BRM;BRM
1952.09.07;Olaszország;Robert Manzon;F;1917.4.12;francia;14;;Equipe Gordini;Gordini;Gordini
1956.07.14;Nagy-Britannia;Louis Rosier;F;1905.11.5;francia;;karburátor;Ecurie Rosier;Maserati;Maserati
1954.07.04;Franciaország;Ken Wharton;F;1916.3.21;brit;;futómû;Owen Racing Organisation;Maserati;Maserati
1955.01.16;Argentína;Luigi Musso;F;1924.7.28;olasz;;kiesett;Officine Alfieri Maserati;Maserati;Maserati
1951.07.14;Nagy-Britannia;Jose-Froilan Gonzalez;F;1922.10.5;argentín;1;;Scuderia Ferrari;Ferrari;Ferrari
1951.09.16;Olaszország;Jacques Swaters;F;1926.10.30;belga;;túlhajtás;Ecurie Belgique;Talbot-Lago;Talbot
1953.01.18;Argentína;Jose-Froilan Gonzalez;F;1922.10.5;argentín;3;;Officine Alfieri Maserati;Maserati;Maserati
1958.05.26;Hollandia;Masten Gregory;F;1932.2.29;amerikai;;benzinpumpa;Horace Gould;Maserati;Maserati
1958.07.19;Nagy-Britannia;Stuart Lewis-Evans;F;1930.4.20;brit;4;;Vandervell Products Ltd;Vanwall;Vanwall
1952.08.17;Hollandia;Robert Manzon;F;1917.4.12;francia;5;;Equipe Gordini;Gordini;Gordini
1953.07.18;Nagy-Britannia;Duncan Hamilton;F;1920.4.30;ír;;kuplung;HW Motors;HWM;Alta
1956.07.14;Nagy-Britannia;Robert Manzon;F;1917.4.12;francia;9;;Equipe Gordini;Gordini;Gordini
1956.06.03;Belgium;Luigi Villoresi;F;1909.5.16;olasz;5;;Scuderia Centro Sud;Maserati;Maserati
1953.08.23;Svájc;Hermann Lang;F;1909.4.6;német;5;;Officine Alfieri Maserati;Maserati;Maserati
1956.01.22;Argentína;Luigi Piotti;F;1913.10.27;olasz;;karambol;Luigi Piotti;Maserati;Maserati
1958.08.03;Németország;Ian Burgess;F;1930.7.6;brit;7;;High Efficiency Motors;Cooper;Climax
1955.06.19;Hollandia;Jean Behra;F;1921.2.16;francia;6;;Officine Alfieri Maserati;Maserati;Maserati
1957.07.20;Nagy-Britannia;Tony Brooks;F;1932.2.25;brit;;kiesett;Vandervell Products Ltd;Vanwall;Vanwall
1953.09.13;Olaszország;Johnny Claes;F;1916.8.11;belga;;benzinfolyás;Ecurie Belge;Connaught;Lea
1951.05.30;USA;Joe James;F;1925.5.23;amerikai;;futómû;Bob Estes;Watson;Offenhauser
1951.05.27;Svájc;Peter Hirt;F;1910.3.30;svájci;;benzinpumpa;;Veritas;Veritas
1950.05.30;USA;Jim Rathmann;F;1928.7.16;amerikai;24;;John Lorenz;Wetteroth;Offenhauser
1954.08.22;Svájc;Jacques Swaters;F;1926.10.30;belga;8;;Ecurie Francorchamps;Ferrari;Ferrari
1954.07.17;Nagy-Britannia;Maurice Trintignant;F;1917.10.30;francia;5;;Scuderia Ferrari;Ferrari;Ferrari
1952.08.17;Hollandia;Jan Flinterman;F;1919.10.2;holland;9;;Escuderia Bandeirantes;Maserati;Maserati
1957.07.20;Nagy-Britannia;Bob Gerard;F;1914.1.19;brit;6;;;Cooper;Bristol
1951.07.01;Franciaország;Guy Mairesse;F;1910.8.10;francia;9;;Ecurie Belgique;Talbot-Lago;Talbot
1954.05.31;USA;Johnny Thomson;F;1919.11.4;brit;;kiesett;Nichels;Nichels;Offenhauser
1959.09.13;Olaszország;Bruce McLaren;F;1937.8.30;új-zélandi;;motor;Cooper Car Company;Cooper;Climax
1955.05.30;USA;Jimmy Davies;F;1923.8.18;amerikai;3;;Kurtis Kraft;Kurtis;Offenhauser
1954.07.17;Nagy-Britannia;Alberto Ascari;F;1918.7.13;olasz;;motor;Officine Alfieri Maserati;Maserati;Maserati
1954.05.31;USA;Bill Homeier;F;1918.8.31;amerikai;;karambol;Kurtis Kraft;Kurtis;Offenhauser
1958.05.18;Monaco;Graham Hill;F;1929.2.15;brit;;motor;Team Lotus;Lotus;Climax
1958.07.06;Franciaország;Luigi Musso;F;1924.7.28;olasz;;karambol;Scuderia Ferrari;Ferrari;Ferrari
1951.05.30;USA;Chet Miller;F;1902.7.19;amerikai;;gyújtás;Jean Marcenac;Kurtis;Novi
1959.08.23;Portugália;Innes Ireland;F;1930.12.16;brit;;sebességváltó;Team Lotus;Lotus;Climax
1957.07.20;Nagy-Britannia;Carlos Menditeguy;F;1915.8.10;argentín;;futómû;Officine Alfieri Maserati;Maserati;Maserati
1953.07.05;Franciaország;Ken Wharton;F;1916.3.21;brit;;kerék;;Cooper;Bristol
1952.09.07;Olaszország;Dennis Poore;F;1916.8.19;brit;12;;Connaught Engineering;Connaught;Lea
1952.05.18;Svájc;Hans Stuck;F;1900.12.27;német;;motor;Alex Falkenhausen Motorenen;AFM;Kuchen
1951.10.28;Spanyolország;Maurice Trintignant;F;1917.10.30;francia;;motor;Equipe Gordini;Simca-Gordini;Simca-Gordini
1960.06.19;Belgium;Mike Taylor;F;1934.4.24;brit;;nem azonosított;Taylor-Crawley Racing Team;Lotus;Climax
1958.08.03;Németország;Phill Hill;F;1927.4.20;amerikai;9;;Scuderia Ferrari;Ferrari;Ferrari
1957.09.08;Olaszország;Luigi Musso;F;1924.7.28;olasz;8;;Scuderia Ferrari;Lancia;Lancia
1960.05.29;Monaco;Wolfgang von Trips;F;1928.5.4;német;8;;Scuderia Ferrari;Ferrari;Ferrari
1958.05.30;USA;Len Sutton;F;1925.8.9;amerikai;;karambol;Kurtis Kraft;Kurtis;Offenhauser
1959.05.31;Hollandia;Tony Brooks;F;1932.2.25;brit;;olajfolyás;Scuderia Ferrari;Ferrari;Ferrari
1953.08.02;Németország;Roy Salvadori;F;1922.5.12;brit;;motor;Connaught Engineering;Connaught;Lea
1957.01.13;Argentína;Carlos Menditeguy;F;1915.8.10;argentín;3;;Officine Alfieri Maserati;Maserati;Maserati
1950.07.02;Franciaország;Louis Chiron;F;1899.8.3;monacoi;;motor;Officine Alfieri Maserati;Maserati;Maserati
1958.10.19;Marokkó;Wolfgang Seidel;F;1926.7.4;német;;karambol;Officine Alfieri Maserati;Maserati;Maserati
1957.08.18;Olaszország;Giorgio Scarlatti;F;1921.10.2;olasz;6;;Officine Alfieri Maserati;Maserati;Maserati
1952.07.19;Nagy-Britannia;Maurice Trintignant;F;1917.10.30;francia;;sebességváltó;Equipe Gordini;Gordini;Gordini
1950.05.21;Monaco;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Alfa Romeo SpA;Alfa;Alfa
1960.06.19;Belgium;Dan Gurney;F;1931.4.13;amerikai;;motor;Owen Racing Organisation;BRM;BRM
1958.05.18;Monaco;Jack Brabham;F;1926.4.2;ausztrál;4;;Cooper Car Company;Cooper;Climax
1958.07.19;Nagy-Britannia;Harry Schell;F;1921.6.29;amerikai;5;;Owen Racing Organisation;BRM;BRM
1953.09.13;Olaszország;Felice Bonetto;F;1903.6.9;olasz;;benzinhiány;Officine Alfieri Maserati;Maserati;Maserati
1953.01.18;Argentína;Robert Manzon;F;1917.4.12;francia;;kerék;Equipe Gordini;Gordini;Gordini
1955.01.16;Argentína;Sergio Mantovani;F;1929.5.22;olasz;7;;Officine Alfieri Maserati;Maserati;Maserati
1957.07.07;Franciaország;Ron Flockhart;F;1923.6.16;brit;;karambol;Owen Racing Organisation;BRM;BRM
1959.07.18;Nagy-Britannia;Fritz d' Orey;F;1938.3.25;brazil;;karambol;Scuderia Centro Sud;Maserati;Maserati
1957.09.08;Olaszország;Stuart Lewis-Evans;F;1930.4.20;brit;;benzintank;Vandervell Products Ltd;Vanwall;Vanwall
1953.07.18;Nagy-Britannia;Luigi Villoresi;F;1909.5.16;olasz;;sebességváltó;Scuderia Ferrari;Ferrari;Ferrari
1955.05.30;USA;Paul Russo;F;1914.4.10;amerikai;2;;Kurtis Kraft;Kurtis;Offenhauser
1956.05.30;USA;Ed Elisian;F;1926.12.9;amerikai;;kiesett;Kurtis Kraft;Kurtis;Offenhauser
1959.09.13;Olaszország;Roy Salvadori;F;1922.5.12;brit;;motor;David Brown Corporation;Aston;Aston
1951.07.14;Nagy-Britannia;David Murray;F;1909.12.28;brit;;motor;Scuderia Ambrosiana;Maserati;Maserati
1959.07.18;Nagy-Britannia;Tim Parnell;F;1932.6.25;brit;;kizárták;Reg Parnell Racing;Cooper;Climax
1950.06.18;Belgium;Luigi Fagioli;F;1898.6.9;olasz;2;;Alfa Romeo SpA;Alfa;Alfa
1958.09.07;Olaszország;Maria-Teresa de Filippis;N;1926.11.11;olasz;;motor;;Maserati;Maserati
1959.05.10;Monaco;Harry Schell;F;1921.6.29;amerikai;;benzintank;Owen Racing Organisation;BRM;BRM
1958.08.24;Portugália;Maria-Teresa de Filippis;N;1926.11.11;olasz;;motor;Scuderia Centro Sud;Maserati;Maserati
1956.09.02;Olaszország;Juan-Manuel Fangio;F;1911.6.24;argentín;2;;Scuderia Ferrari;Lancia;Lancia
1958.09.07;Olaszország;Stuart Lewis-Evans;F;1930.4.20;brit;;túlhajtás;Vandervell Products Ltd;Vanwall;Vanwall
1960.08.14;Portugália;Jim Clark;F;1936.3.4;skót;3;;Team Lotus;Lotus;Climax
1951.09.16;Olaszország;Piero Taruffi;F;1906.10.12;olasz;5;;Scuderia Ferrari;Ferrari;Ferrari
1955.09.11;Olaszország;Giuseppe Farina;F;1906.10.30;olasz;;gumi;Scuderia Ferrari;Ferrari;Ferrari
1952.08.03;Németország;Felice Bonetto;F;1903.6.9;olasz;;pályaelhagyás;Officine Alfieri Maserati;Maserati;Maserati
1958.08.24;Portugália;Roy Salvadori;F;1922.5.12;brit;10;;Cooper Car Company;Cooper;Climax
1951.05.30;USA;Mike Nazaruk;F;1921.10.2;amerikai;2;;Jim Robbins;Kurtis;Offenhauser
1953.08.02;Németország;Hans Herrmann;F;1928.2.23;német;9;;Hans Klenk;Veritas;Veritas
1954.09.05;Olaszország;Giovanni de Riu;F;1924.3.10;olasz;;kizárták;;Maserati;Maserati
1952.05.30;USA;Duke Nalon;F;1913.3.12;amerikai;;kompresszor;Lewis Welch;Kurtis;Novi
1953.01.18;Argentína;Maurice Trintignant;F;1917.10.30;francia;7;;Equipe Gordini;Gordini;Gordini
1959.05.10;Monaco;Wolfgang von Trips;F;1928.5.4;német;;karambol;Dr Ing F Porsche KG;Porsche;Porsche
1958.07.19;Nagy-Britannia;Stirling Moss;F;1929.9.17;brit;;motor;Vandervell Products Ltd;Vanwall;Vanwall
1955.09.11;Olaszország;Eugenio Castellotti;F;1930.10.10;olasz;3;;Scuderia Ferrari;Ferrari;Ferrari
1958.05.30;USA;Rodger Ward;F;1921.1.10;amerikai;;gyújtás;Lesovsky;Lesovsky;Offenhauser
1950.05.13;Nagy-Britannia;Luigi Fagioli;F;1898.6.9;olasz;2;;Alfa Romeo SpA;Alfa;Alfa
1950.05.21;Monaco;Franco Rol;F;1908.6.5;olasz;;karambol;Officine Alfieri Maserati;Maserati;Maserati
1952.08.03;Németország;Jean Behra;F;1921.2.16;francia;5;;Equipe Gordini;Gordini;Gordini
1950.07.02;Franciaország;Franco Rol;F;1908.6.5;olasz;;motor;Officine Alfieri Maserati;Maserati;Maserati
1951.05.30;USA;Carl Forberg;F;1911.3.4;amerikai;7;;Louis Rassey;Kurtis;Offenhauser
1959.07.05;Franciaország;Dan Gurney;F;1931.4.13;amerikai;;kõfelverõdés;Scuderia Ferrari;Ferrari;Ferrari
1955.05.30;USA;Bill Homeier;F;1918.8.31;amerikai;5;;Kurtis Kraft;Kurtis;Offenhauser
1956.08.05;Németország;Peter Collins;F;1931.11.8;brit;;benzinfolyás;Scuderia Ferrari;Lancia;Lancia
1959.05.30;USA;Eddie Sachs;F;1927.5.28;amerikai;;kicsúszás;Kuzma;Kuzma;Offenhauser
1953.06.21;Belgium;Maurice Trintignant;F;1917.10.30;francia;5;;Equipe Gordini;Gordini;Gordini
1954.09.05;Olaszország;Roberto Mieres;F;1924.12.3;argentín;;kiállás;Officine Alfieri Maserati;Maserati;Maserati
1952.05.18;Svájc;Robert Manzon;F;1917.4.12;francia;;hûtés;Equipe Gordini;Gordini;Gordini
1956.05.13;Monaco;Louis Rosier;F;1905.11.5;francia;;motor;Ecurie Rosier;Maserati;Maserati
1954.05.31;USA;Don Freeland;F;1925.3.25;amerikai;7;;Phillips;Phillips;Offenhauser
1952.05.30;USA;Jim Rigsby;F;1923.6.6;amerikai;12;;Bob Estes;Watson;Offenhauser
1953.07.18;Nagy-Britannia;Peter Collins;F;1931.11.8;brit;;karambol;HW Motors;HWM;Alta
1958.10.19;Marokkó;Andre Guelfi;F;1919.5.6;francia;15;;;Cooper;Climax
1953.09.13;Olaszország;Umberto Maglioli;F;1928.6.5;olasz;8;;Scuderia Ferrari;Ferrari;Ferrari
1951.10.28;Spanyolország;Giuseppe Farina;F;1906.10.30;olasz;3;;Alfa Romeo SpA;Alfa;Alfa
1960.02.07;Argentína;Alberto-Rodriguez Larreta;F;1934.1.14;argentín;9;;Team Lotus;Lotus;Climax
1951.07.01;Franciaország;Andre Simon;F;1920.1.5;francia;;motor;Equipe Gordini;Simca-Gordini;Simca-Gordini
1955.09.11;Olaszország;Ken Wharton;F;1916.3.21;brit;;benzinbefecskendezõ;Vandervell Products Ltd;Vanwall;Vanwall
1954.09.05;Olaszország;Clemar Bucci;F;1920.9.4;argentín;;futómû;Equipe Gordini;Gordini;Gordini
1959.05.10;Monaco;Maria-Teresa de Filippis;N;1926.11.11;olasz;;kizárták;Dr Ing F Porsche KG;Behra-Porsche;Porsche
1953.08.23;Svájc;Louis Rosier;F;1905.11.5;francia;;karambol;Ecurie Rosier;Ferrari;Ferrari
1958.05.18;Monaco;Luigi Musso;F;1924.7.28;olasz;2;;Scuderia Ferrari;Ferrari;Ferrari
1956.06.03;Belgium;Stirling Moss;F;1929.9.17;brit;;kerék;Officine Alfieri Maserati;Maserati;Maserati
1960.09.04;Olaszország;Phill Hill;F;1927.4.20;amerikai;1;;Scuderia Ferrari;Ferrari;Ferrari
1957.09.08;Olaszország;Giorgio Scarlatti;F;1921.10.2;olasz;5;;Officine Alfieri Maserati;Maserati;Maserati
1959.07.18;Nagy-Britannia;Harry Schell;F;1921.6.29;amerikai;4;;Owen Racing Organisation;BRM;BRM
1955.01.16;Argentína;Sergio Mantovani;F;1929.5.22;olasz;;kiesett;Officine Alfieri Maserati;Maserati;Maserati
1952.07.19;Nagy-Britannia;Tony Crook;F;1920.2.16;brit;21;;;Frazer-Nash;BMW
1959.05.31;Hollandia;Jo Bonnier;F;1930.1.31;svéd;1;;Owen Racing Organisation;BRM;BRM
1958.08.03;Németország;Tony Marsh;F;1931.7.20;brit;8;;;Cooper;Climax
1960.07.16;Nagy-Britannia;Tony Brooks;F;1932.2.25;brit;5;;Yeoman Credit Racing Team;Cooper;Climax
1954.05.31;USA;Jack McGrath;F;1919.10.8;amerikai;3;;Kurtis Kraft;Kurtis;Offenhauser
1952.05.30;USA;Joe James;F;1925.5.23;amerikai;13;;Ed Walsh;Kurtis;Offenhauser
1958.05.30;USA;Bob Christie;F;1924.4.4;amerikai;;kicsúszás;Kurtis Kraft;Kurtis;Offenhauser
1954.07.17;Nagy-Britannia;Ron Flockhart;F;1923.6.16;brit;;kiesett;Prince Bira;Maserati;Maserati
1958.08.03;Németország;Bruce McLaren;F;1937.8.30;új-zélandi;5;;Cooper Car Company;Cooper;Climax
1954.07.17;Nagy-Britannia;Roberto Mieres;F;1924.12.3;argentín;6;;;Maserati;Maserati
1960.06.06;Hollandia;Stirling Moss;F;1929.9.17;brit;4;;Rob Walker Racing Team;Lotus;Climax
1960.06.19;Belgium;Jo Bonnier;F;1930.1.31;svéd;;motor;Owen Racing Organisation;BRM;BRM
1954.05.31;USA;Marshall Teague;F;1921.5.22;amerikai;;kiesett;Kurtis Kraft;Kurtis;Offenhauser
1952.07.19;Nagy-Britannia;Lance Macklin;F;1919.9.2;brit;15;;HW Motors;HWM;Alta
1958.05.18;Monaco;Stuart Lewis-Evans;F;1930.4.20;brit;;kormány;Vandervell Products Ltd;Vanwall;Vanwall
1955.06.05;Belgium;Karl Kling;F;1910.9.16;német;;olajfolyás;Daimler Benz AG;Mercedes;Mercedes
1956.06.03;Belgium;Harry Schell;F;1921.6.29;amerikai;4;;Vandervell Products Ltd;Vanwall;Vanwall
1959.07.18;Nagy-Britannia;Roy Salvadori;F;1922.5.12;brit;6;;David Brown Corporation;Aston;Aston
1957.09.08;Olaszország;Horace Gould;F;1921.9.20;brit;10;;;Maserati;Maserati
1957.01.13;Argentína;Alessandro de Tomaso;F;1928.7.10;argentín;9;;Scuderia Centro Sud;Ferrari;Ferrari
1955.05.22;Monaco;Juan-Manuel Fangio;F;1911.6.24;argentín;;futómû;Daimler Benz AG;Mercedes;Mercedes
1957.08.04;Németország;Carel-Godin de Beaufort;F;1934.4.10;holland;14;;Ecurie Maarsbergen;Porsche;Porsche
1954.05.31;USA;Bob Scott;F;1928.10.4;amerikai;18;;Stevens;Schroeder;Offenhauser
1959.12.12;USA;Tony Brooks;F;1932.2.25;brit;3;;Scuderia Ferrari;Ferrari;Ferrari
1958.10.19;Marokkó;Olivier Gendebien;F;1924.1.12;belga;;karambol;Scuderia Ferrari;Ferrari;Ferrari
1954.05.31;USA;Eddie Johnson;F;1919.2.10;amerikai;;kiesett;Pawl;Pawl;Offenhauser
1955.09.11;Olaszország;Jean Lucas;F;1917.4.25;francia;;motor;Equipe Gordini;Gordini;Gordini
1955.06.05;Belgium;Giuseppe Farina;F;1906.10.30;olasz;3;;Scuderia Ferrari;Ferrari;Ferrari
1957.07.07;Franciaország;Horace Gould;F;1921.9.20;brit;;sebességváltó;;Maserati;Maserati
1956.07.14;Nagy-Britannia;Jack Brabham;F;1926.4.2;ausztrál;;motor;;Maserati;Maserati
1958.10.19;Marokkó;Harry Schell;F;1921.6.29;amerikai;5;;Owen Racing Organisation;BRM;BRM
1957.05.19;Monaco;Jack Brabham;F;1926.4.2;ausztrál;6;;Rob Walker Racing Team;Cooper;Climax
1953.09.13;Olaszország;Alberto Ascari;F;1918.7.13;olasz;;karambol;Scuderia Ferrari;Ferrari;Ferrari
1958.10.19;Marokkó;Jo Bonnier;F;1930.1.31;svéd;4;;Owen Racing Organisation;BRM;BRM
1958.06.15;Belgium;Graham Hill;F;1929.2.15;brit;;motor;Team Lotus;Lotus;Climax
1960.11.20;USA;Olivier Gendebien;F;1924.1.12;belga;12;;Yeoman Credit Racing Team;Cooper;Climax
1959.05.31;Hollandia;Cliff Allison;F;1932.2.8;brit;9;;Scuderia Ferrari;Ferrari;Ferrari
1957.01.13;Argentína;Luigi Musso;F;1924.7.28;olasz;;kuplung;Scuderia Ferrari;Lancia;Lancia
1960.06.06;Hollandia;Bruce McLaren;F;1937.8.30;új-zélandi;;nem azonosított;Cooper Car Company;Cooper;Climax
1953.08.23;Svájc;Chico Landi;F;1907.7.14;brazil;;sebességváltó;Escuderia Bandeirantes;Maserati;Maserati
1960.07.16;Nagy-Britannia;Jack Brabham;F;1926.4.2;ausztrál;1;;Cooper Car Company;Cooper;Climax
1957.05.19;Monaco;Ivo Bueb;F;1923.6.6;brit;;benzintank;Connaught Engineering;Connaught;Alta
1956.07.14;Nagy-Britannia;Bruce Halford;F;1931.5.18;brit;;motor;;Maserati;Maserati
1954.07.17;Nagy-Britannia;Louis Rosier;F;1905.11.5;francia;;motor;Ecurie Rosier;Ferrari;Ferrari
1953.06.21;Belgium;Fred Wacker;F;1918.7.10;amerikai;9;;Equipe Gordini;Gordini;Gordini
1951.05.30;USA;Carl Scarborough;F;1914.7.3;amerikai;;tengely;Lee Elkins;Kurtis;Offenhauser
1952.07.06;Franciaország;Yves Giraud-Cabantous;F;1903.10.8;francia;10;;HW Motors;HWM;Alta
1952.05.30;USA;Fred Agabashian;F;1913.8.21;amerikai;;kompresszor;Cummins Engines;Kurtis;Cummins
1952.08.17;Hollandia;Chico Landi;F;1907.7.14;brazil;9;;Escuderia Bandeirantes;Maserati;Maserati
1953.08.02;Németország;Luigi Villoresi;F;1909.5.16;olasz;;kiesett;Scuderia Ferrari;Ferrari;Ferrari
1958.08.03;Németország;Maurice Trintignant;F;1917.10.30;francia;3;;Rob Walker Racing Team;Cooper;Climax
1958.08.03;Németország;Dick Gibson;F;1918.4.16;brit;;motor;;Cooper;Climax
1950.09.03;Olaszország;Franco Rol;F;1908.6.5;olasz;;kiesett;Officine Alfieri Maserati;Maserati;Maserati
1951.07.01;Franciaország;Onofre Marimon;F;1923.12.19;argentín;;motor;Scuderia Milano;Maserati;Milano
1956.07.14;Nagy-Britannia;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Scuderia Ferrari;Lancia;Lancia
1950.05.21;Monaco;Emanuel de Graffenried;F;1914.5.18;svájci;;karambol;;Maserati;Maserati
1958.01.19;Argentína;Carlos Menditeguy;F;1915.8.10;argentín;7;;Scuderia Sud Americana;Maserati;Maserati
1960.07.03;Franciaország;Maurice Trintignant;F;1917.10.30;francia;;karambol;Scuderia Centro Sud;Cooper;Maserati
1953.08.23;Svájc;Felice Bonetto;F;1903.6.9;olasz;4;;Officine Alfieri Maserati;Maserati;Maserati
